Lasse Blaauwbroek, David M. Cerna, Thibault Gauthier, Jan Jakubuv, Cezary Kaliszyk, Martin Suda, Josef Urban 	 Learning Guided Automated Reasoning: A Brief Survey. 	 2024 	 AR, FM 	 https://doi.org/10.48550/arXiv.2403.04017 	 arXiv CoRR abs/2403.04017 (2024).
Chad E. Brown, Cezary Kaliszyk 	 Lash 1.0 (System Description). 	 2022 	 FM 	 https://doi.org/10.48550/arXiv.2205.06640 	 arXiv CoRR abs/2205.06640 (2022).
Chad E. Brown, Karol Pak 	 AIM Loops and the AIM Conjecture. 	 2019 	 FM 	 https://www.wikidata.org/entity/Q123021496 	 Formaliz. Math. 27: 321-335 (2019).
Chad E. Brown, Cezary Kaliszyk, Karol Pak 	 Higher-Order Tarski Grothendieck as a Foundation for Formal Proof. 	 2019 	 FM 	 https://doi.org/10.4230/LIPIcs.ITP.2019.9 	 10th International Conference on Interactive Theorem Proving, ITP 2019, September 9-12, 2019, Portland, OR, USA.: 9:1-9:16 (2019).
Chad E. Brown, Karol Pak 	 A Tale of Two Set Theories. 	 2019 	 FM 	 https://doi.org/10.1007/978-3-030-23250-4_4 	 Intelligent Computer Mathematics - 12th International Conference, CICM 2019, Prague, Czech Republic, July 8-12, 2019, Proceedings: 44-60 (2019).
Cécilia Pradic, Chad E. Brown 	 Cantor-Bernstein implies Excluded Middle. 	 2019 	 FM 	 http://arxiv.org/abs/1904.09193 	 arXiv CoRR abs/1904.09193 (2019).
Chad E. Brown, Karol Pak 	 A Tale of Two Set Theories. 	 2019 	 FM 	 http://arxiv.org/abs/1907.08368 	 arXiv CoRR abs/1907.08368 (2019).
Chad E. Brown, Thibault Gauthier 	 Self-Learned Formula Synthesis in Set Theory. 	 2019 	 AR, FM 	 http://arxiv.org/abs/1912.01525 	 arXiv CoRR abs/1912.01525 (2019).
Michael Färber, Chad E. Brown 	 Internal Guidance for Satallax. 	 2016 	 FM 	 https://doi.org/10.1007/978-3-319-40229-1_24 	 Automated Reasoning - 8th International Joint Conference, IJCAR 2016, Coimbra, Portugal, June 27 - July 2, 2016, Proceedings: 349-361 (2016).
Michael Färber, Chad E. Brown 	 Internal Guidance for Satallax. 	 2016 	 FM 	 http://arxiv.org/abs/1605.09293 	 arXiv CoRR abs/1605.09293 (2016).
Chad E. Brown 	 Reconsidering Pairs and Functions as Sets. 	 2015 	 FM 	 https://doi.org/10.1007/s10817-015-9340-6 	 J. Autom. Reason. 55: 199-210 (2015).
Chad E. Brown, Christine Rizkallah 	 Glivenko and Kuroda for Simple Type Theory. 	 2014 	 FM 	 https://doi.org/10.1017/jsl.2013.10 	 J. Symb. Log. 79: 485-495 (2014).
Chad E. Brown 	 Reducing Higher-Order Theorem Proving to a Sequence of SAT Problems. 	 2013 	 FM 	 https://doi.org/10.1007/s10817-013-9283-8 	 J. Autom. Reason. 51: 57-77 (2013).
Chad E. Brown, Christine Rizkallah 	 From Classical Extensional Higher-Order Tableau to Intuitionistic Intentional Natural Deduction. 	 2013 	 FM 	 https://doi.org/10.29007/8p9q 	 Third International Workshop on Proof Exchange for Theorem Proving, PxTP 2013, Lake Placid, NY, USA, June 9-10, 2013: 27-42 (2013).
Chad E. Brown 	 Satallax: An Automatic Higher-Order Prover. 	 2012 	 FM 	 https://doi.org/10.1007/978-3-642-31365-3_11 	 Automated Reasoning - 6th International Joint Conference, IJCAR 2012, Manchester, UK, June 26-29, 2012. Proceedings: 111-117 (2012).
Julian Backes, Chad E. Brown 	 Analytic Tableaux for Higher-Order Logic with Choice. 	 2011 	 FM 	 https://doi.org/10.1007/s10817-011-9233-2 	 J. Autom. Reason. 47: 451-479 (2011).
Chad E. Brown 	 Reducing Higher-Order Theorem Proving to a Sequence of SAT Problems. 	 2011 	 FM 	 https://doi.org/10.1007/978-3-642-22438-6_13 	 Automated Deduction - CADE-23 - 23rd International Conference on Automated Deduction, Wroclaw, Poland, July 31 - August 5, 2011. Proceedings: 147-161 (2011).
Chad E. Brown, Gert Smolka 	 Analytic Tableaux for Simple Type Theory and its First-Order Fragment 	 2010 	 FM 	 http://arxiv.org/abs/1004.1947 	 Log. Methods Comput. Sci. 6: (2010).
Julian Backes, Chad E. Brown 	 Analytic Tableaux for Higher-Order Logic with Choice. 	 2010 	 FM 	 https://doi.org/10.1007/978-3-642-14203-1_7 	 Automated Reasoning, 5th International Joint Conference, IJCAR 2010, Edinburgh, UK, July 16-19, 2010. Proceedings: 76-90 (2010).
Christoph Benzmüller, Chad E. Brown, Michael Kohlhase 	 Cut-Simulation and Impredicativity 	 2009 	 FM 	 http://arxiv.org/abs/0902.0043 	 Log. Methods Comput. Sci. 5: (2009).
Geoff Sutcliffe, Christoph Benzmüller, Chad E. Brown, Frank Theiss 	 Progress in the Development of Automated Theorem Proving for Higher-Order Logic. 	 2009 	 FM 	 https://doi.org/10.1007/978-3-642-02959-2_8 	 Automated Deduction - CADE-22, 22nd International Conference on Automated Deduction, Montreal, Canada, August 2-7, 2009. Proceedings: 116-130 (2009).
Chad E. Brown, Gert Smolka 	 Terminating Tableaux for the Basic Fragment of Simple Type Theory. 	 2009 	 FM 	 https://doi.org/10.1007/978-3-642-02716-1_11 	 Automated Reasoning with Analytic Tableaux and Related Methods, 18th International Conference, TABLEAUX 2009, Oslo, Norway, July 6-10, 2009. Proceedings: 138-151 (2009).
Chad E. Brown, Gert Smolka 	 Extended First-Order Logic. 	 2009 	 FM 	 https://doi.org/10.1007/978-3-642-03359-9_13 	 Theorem Proving in Higher Order Logics, 22nd International Conference, TPHOLs 2009, Munich, Germany, August 17-20, 2009. Proceedings: 164-179 (2009).
Feryal Fulya Horozal, Chad E. Brown 	 Formal Representation of Mathematics in a Dependently Typed Set Theory. 	 2007 	 FM 	 https://doi.org/10.1007/978-3-540-73086-6_22 	 Towards Mechanized Mathematical Assistants, 14th Symposium, Calculemus 2007, 6th International Conference, MKM 2007, Hagenberg, Austria, June 27-30, 2007, Proceedings: 265-279 (2007).
Peter B. Andrews, Chad E. Brown 	 TPS: A hybrid automatic-interactive system for developing proofs. 	 2006 	 FM 	 https://doi.org/10.1016/j.jal.2005.10.002 	 J. Appl. Log. 4: 367-395 (2006).
Chad E. Brown 	 Combining Type Theory and Untyped Set Theory. 	 2006 	 FM 	 https://doi.org/10.1007/11814771_19 	 Automated Reasoning, Third International Joint Conference, IJCAR 2006, Seattle, WA, USA, August 17-20, 2006, Proceedings: 205-219 (2006).
Christoph Benzmüller, Chad E. Brown, Michael Kohlhase 	 Cut-Simulation in Impredicative Logics. 	 2006 	 FM 	 https://doi.org/10.1007/11814771_20 	 Automated Reasoning, Third International Joint Conference, IJCAR 2006, Seattle, WA, USA, August 17-20, 2006, Proceedings: 220-234 (2006).
Chad E. Brown 	 Verifying and Invalidating Textbook Proofs Using Scunak. 	 2006 	 FM 	 https://doi.org/10.1007/11812289_10 	 Mathematical Knowledge Management, 5th International Conference, MKM 2006, Wokingham, UK, August 11-12, 2006, Proceedings: 110-123 (2006).
Chad E. Brown 	 Encoding Functional Relations in Scunak. 	 2006 	 FM 	 https://doi.org/10.1016/j.entcs.2007.01.022 	 Proceedings of the First International Workshop on Logical Frameworks and Meta-Languages: Theory and Practice, LFMTP@FLoC 2006, Seattle, WA, USA, August 16, 2006: 127-139 (2006).
Chad E. Brown 	 Reasoning in Extensional Type Theory with Equality. 	 2005 	 FM 	 https://doi.org/10.1007/11532231_3 	 Automated Deduction - CADE-20, 20th International Conference on Automated Deduction, Tallinn, Estonia, July 22-27, 2005, Proceedings: 23-37 (2005).
Christoph Benzmüller, Chad E. Brown 	 A Structured Set of Higher-Order Problems. 	 2005 	 FM 	 https://doi.org/10.1007/11541868_5 	 Theorem Proving in Higher Order Logics, 18th International Conference, TPHOLs 2005, Oxford, UK, August 22-25, 2005, Proceedings: 66-81 (2005).
Peter B. Andrews, Chad E. Brown, Frank Pfenning, Matthew Bishop, Sunil Issar, Hongwei Xi 	 ETPS: A System to Help Students Write Formal Proofs. 	 2004 	 FM 	 https://doi.org/10.1023/B:JARS.0000021871.18776.94 	 J. Autom. Reason. 32: 75-92 (2004).
Christoph Benzmüller, Chad E. Brown, Michael Kohlhase 	 Higher-order semantics and extensionality. 	 2004 	 FM 	 https://www.wikidata.org/entity/Q57389428 	 J. Symb. Log. 69: 1027-1088 (2004).
Chad E. Brown 	 Solving for Set Variables in Higher-Order Theorem Proving. 	 2002 	 FM 	 https://doi.org/10.1007/3-540-45620-1_33 	 Automated Deduction - CADE-18, 18th International Conference on Automated Deduction, Copenhagen, Denmark, July 27-30, 2002, Proceedings: 408-422 (2002).
Peter B. Andrews, Matthew Bishop, Chad E. Brown 	 System Description: TPS: A Theorem Proving System for Type Theory. 	 2000 	 FM 	 https://doi.org/10.1007/10721959_11 	 Automated Deduction - CADE-17, 17th International Conference on Automated Deduction, Pittsburgh, PA, USA, June 17-20, 2000, Proceedings: 164-169 (2000).
Peter B. Andrews, Chad E. Brown 	 Tutorial: Using TPS for Higher-Order Theorem Proving and ETPS for Teaching Logic. 	 2000 	 FM 	 https://doi.org/10.1007/10721959_44 	 Automated Deduction - CADE-17, 17th International Conference on Automated Deduction, Pittsburgh, PA, USA, June 17-20, 2000, Proceedings: 511-512 (2000).
Jan Jakubuv, Cezary Kaliszyk 	 VizAR: Visualization of Automated Reasoning Proofs (System Description). 	 2023 	 AR, FM 	 https://doi.org/10.1007/978-3-031-42753-4_22 	 Intelligent Computer Mathematics - 16th International Conference, CICM 2023, Cambridge, UK, September 5-8, 2023, Proceedings: 303-308 (2023).
Jan Jakubuv, Cezary Kaliszyk 	 Relaxed Weighted Path Order in Theorem Proving. 	 2020 	 AR, FM 	 https://www.wikidata.org/entity/Q108482108 	 Math. Comput. Sci. 14: 657-670 (2020).
Jan Tozicka, Jan Jakubuv, Antonín Komenda 	 Recursive Reductions of Action Dependencies for Coordination-Based Multiagent Planning. 	 2018 	 AR, FM 	 https://www.wikidata.org/entity/Q62044865 	 Trans. Comput. Collect. Intell. 28: 66-92 (2018).
Jan Jakubuv, Cezary Kaliszyk 	 Towards a Unified Ordering for Superposition-Based Automated Reasoning. 	 2018 	 AR, FM 	 https://www.wikidata.org/entity/Q108482122 	 Mathematical Software - ICMS 2018 - 6th International Conference, South Bend, IN, USA, July 24-27, 2018, Proceedings: 245-254 (2018).
Jan Tozicka, Jan Jakubuv, Antonín Komenda, Michal Pechoucek 	 Privacy-concerned multiagent planning. 	 2016 	 AR, FM 	 https://www.wikidata.org/entity/Q62044875 	 Knowl. Inf. Syst. 48: 581-618 (2016).
Jan Tozicka, Jan Jakubuv, Martin Svatos, Antonín Komenda 	 Recursive Polynomial Reductions for Classical Planning. 	 2016 	 AR, FM 	 http://www.aaai.org/ocs/index.php/ICAPS/ICAPS16/paper/view/13088 	 Proceedings of the Twenty-Sixth International Conference on Automated Planning and Scheduling, ICAPS 2016, London, UK, June 12-17, 2016.: 317-325 (2016).
Jan Tozicka, Jan Jakubuv, Antonín Komenda 	 Recursive Reductions of Internal Dependencies in Multiagent Planning. 	 2016 	 AR, FM 	 https://doi.org/10.5220/0005754901810191 	 Proceedings of the 8th International Conference on Agents and Artificial Intelligence (ICAART 2016), Volume 2, Rome, Italy, February 24-26, 2016.: 181-191 (2016).
Jan Tozicka, Jan Jakubuv, Karel Durkota, Antonín Komenda 	 Extensibility Based Multiagent Planner with Plan Diversity Metrics. 	 2015 	 AR, FM 	 https://www.wikidata.org/entity/Q62044876 	 Trans. Comput. Collect. Intell. 20: 117-139 (2015).
Jan Tozicka, Jan Jakubuv, Antonín Komenda 	 From Public Plans to Global Solutions in Multiagent Planning. 	 2015 	 AR, FM 	 https://www.wikidata.org/entity/Q62044872 	 Multi-Agent Systems and Agreement Technologies - 13th European Conference, EUMAS 2015, and Third International Conference, AT 2015, Athens, Greece, December 17-18, 2015, Revised Selected Papers: 21-33 (2015).
Jan Jakubuv, Jan Tozicka, Antonín Komenda 	 Multiagent Planning by Plan Set Intersection and Plan Verification. 	 2015 	 AR, FM 	  	 ICAART 2015 - Proceedings of the International Conference on Agents and Artificial Intelligence, Volume 2, Lisbon, Portugal, 10-12 January, 2015.: 173-182 (2015).
Jan Jakubuv, Jan Tozicka, Antonín Komenda 	 Using Process Calculi for Plan Verification in Multiagent Planning. 	 2015 	 AR, FM 	 https://www.wikidata.org/entity/Q62044878 	 Agents and Artificial Intelligence - 7th International Conference, ICAART 2015, Lisbon, Portugal, January 10-12, 2015, Revised Selected Papers: 245-261 (2015).
Jan Tozicka, Jan Jakubuv, Antonín Komenda 	 Generating Multi-Agent Plans by Distributed Intersection of Finite State Machines. 	 2014 	 AR, FM 	 https://doi.org/10.3233/978-1-61499-419-0-1111 	 ECAI 2014 - 21st European Conference on Artificial Intelligence, 18-22 August 2014, Prague, Czech Republic - Including Prestigious Applications of Intelligent Systems (PAIS 2014): 1111-1112 (2014).
Jan Tozicka, Jan Jakubuv, Karel Durkota, Antonín Komenda, Michal Pechoucek 	 Multiagent Planning Supported by Plan Diversity Metrics and Landmark Actions. 	 2014 	 AR, FM 	 https://doi.org/10.5220/0004918701780189 	 ICAART 2014 - Proceedings of the 6th International Conference on Agents and Artificial Intelligence, Volume 1, ESEO, Angers, Loire Valley, France, 6-8 March, 2014: 178-189 (2014).
Jan Jakubuv 	 Generic process shape types and the Poly* system 	 2010 	 AR, FM 	 https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.547706 	 Thesis (2010).
Jan Jakubuv, J. B. Wells 	 Expressiveness of Generic Process Shape Types. 	 2010 	 AR, FM 	 https://www.wikidata.org/entity/Q62044883 	 Trustworthly Global Computing - 5th International Symposium, TGC 2010, Munich, Germany, February 24-26, 2010, Revised Selected Papers: 103-119 (2010).
Jan Jakubuv, J. B. Wells 	 Expressiveness of Generic Process Shape Types 	 2010 	 AR, FM 	 http://arxiv.org/abs/1003.6096 	 arXiv CoRR abs/1003.6096 (2010).
Thibault Gauthier 	 Program Synthesis for the OEIS. 	 2022 	 AR 	 https://arxiv.org/abs/2202.11908 	 arXiv CoRR abs/2202.11908 (2022).
Thibault Gauthier 	 Learned Provability Likelihood for Tactical Search. 	 2021 	 AR 	 https://arxiv.org/abs/2109.03234 	 Proceedings of the 9th International Symposium on Symbolic Computation in Software Science, SCSS 2021, Hagenberg, Austria, September 8-10, 2021.: 78-85 (2021).
Thibault Gauthier 	 Deep Reinforcement Learning for Synthesizing Functions in Higher-Order Logic. 	 2020 	 AR 	 https://doi.org/10.29007/7jmg 	 LPAR 2020: 23rd International Conference on Logic for Programming, Artificial Intelligence and Reasoning, Alicante, Spain, May 22-27, 2020.: 230-248 (2020).
Thibault Gauthier 	 Tree Neural Networks in HOL4. 	 2020 	 AR 	 https://doi.org/10.1007/978-3-030-53518-6_18 	 Intelligent Computer Mathematics - 13th International Conference, CICM 2020, Bertinoro, Italy, July 26-31, 2020, Proceedings: 278-283 (2020).
Thibault Gauthier 	 Tree Neural Networks in HOL4. 	 2020 	 AR 	 https://arxiv.org/abs/2009.01827 	 arXiv CoRR abs/2009.01827 (2020).
Thibault Gauthier, Cezary Kaliszyk 	 Aligning concepts across proof assistant libraries. 	 2019 	 AR 	 https://www.wikidata.org/entity/Q108482111 	 J. Symb. Comput. 90: 89-123 (2019).
Thibault Gauthier 	 Deep Reinforcement Learning in HOL4. 	 2019 	 AR 	 http://arxiv.org/abs/1910.11797 	 arXiv CoRR abs/1910.11797 (2019).
Dennis Müller, Thibault Gauthier, Cezary Kaliszyk, Michael Kohlhase, Florian Rabe 	 Classification of Alignments Between Concepts of Formal Mathematical Systems. 	 2017 	 AR 	 https://www.wikidata.org/entity/Q57389271 	 Intelligent Computer Mathematics - 10th International Conference, CICM 2017, Edinburgh, UK, July 17-21, 2017, Proceedings: 83-98 (2017).
Thibault Gauthier, Cezary Kaliszyk 	 Premise Selection and External Provers for HOL4. 	 2015 	 AR 	 https://www.wikidata.org/entity/Q108482158 	 Proceedings of the 2015 Conference on Certified Programs and Proofs, CPP 2015, Mumbai, India, January 15-17, 2015: 49-57 (2015).
Thibault Gauthier, Cezary Kaliszyk 	 Sharing HOL4 and HOL Light Proof Knowledge. 	 2015 	 AR 	 https://www.wikidata.org/entity/Q108482162 	 Logic for Programming, Artificial Intelligence, and Reasoning - 20th International Conference, LPAR-20 2015, Suva, Fiji, November 24-28, 2015, Proceedings: 372-386 (2015).
Thibault Gauthier, Cezary Kaliszyk 	 Sharing HOL4 and HOL Light proof knowledge. 	 2015 	 AR 	 http://arxiv.org/abs/1509.03527 	 arXiv CoRR abs/1509.03527 (2015).
Thibault Gauthier, Cezary Kaliszyk 	 Premise Selection and External Provers for HOL4. 	 2015 	 AR 	 http://arxiv.org/abs/1509.03534 	 arXiv CoRR abs/1509.03534 (2015).
Thibault Gauthier, Cezary Kaliszyk, Chantal Keller, Michael Norrish 	 Beagle as a HOL4 external ATP method. 	 2014 	 AR 	 https://doi.org/10.29007/8xbv 	 4th Workshop on Practical Aspects of Automated Reasoning, PAAR@IJCAR 2014, Vienna, Austria, 2014: 50-59 (2014).
Thibault Gauthier, Cezary Kaliszyk 	 Matching Concepts across HOL Libraries. 	 2014 	 AR 	 https://www.wikidata.org/entity/Q108482167 	 Intelligent Computer Mathematics - International Conference, CICM 2014, Coimbra, Portugal, July 7-11, 2014. Proceedings: 267-281 (2014).
Thibault Gauthier, Cezary Kaliszyk 	 Matching concepts across HOL libraries. 	 2014 	 AR 	 http://arxiv.org/abs/1405.3906 	 arXiv CoRR abs/1405.3906 (2014).
Karel Chvalovský 	 Top-Down Neural Model For Formulae. 	 2019 	 AR, FM 	 https://openreview.net/forum?id=Byg5QhR5FQ 	 7th International Conference on Learning Representations, ICLR 2019, New Orleans, LA, USA, May 6-9, 2019: (2019).
Karel Chvalovský, Rostislav Horcík 	 Full Lambek Calculus with Contraction is Undecidable. 	 2016 	 AR, FM 	 https://doi.org/10.1017/jsl.2015.18 	 J. Symb. Log. 81: 524-540 (2016).
Karel Chvalovský 	 Undecidability of Consequence Relation in Full non-Associative Lambek Calculus. 	 2015 	 AR, FM 	 https://doi.org/10.1017/jsl.2014.39 	 J. Symb. Log. 80: 567-586 (2015).
Karel Chvalovský 	 On the independence of axioms in BL and MTL. 	 2012 	 AR, FM 	 https://doi.org/10.1016/j.fss.2011.10.018 	 Fuzzy Sets Syst. 197: 123-129 (2012).
Karel Chvalovský, Petr Cintula 	 Note on Deduction Theorems in contraction-free logics. 	 2012 	 AR, FM 	 https://doi.org/10.1002/malq.201110065 	 Math. Log. Q. 58: 236-243 (2012).
Karel Chvalovský, Petr Cintula 	 Note on Deduction Theorems in Contraction-Free Logics. 	 2010 	 AR, FM 	 https://doi.org/10.29007/c66c 	 Short papers for 17th International Conference on Logic for Programming, Artificial intelligence, and Reasoning, LPAR-17-short, Yogyakarta, Indonesia, October 10-15, 2010: 26-29 (2010).
David Mojzísek, Jan Hula 	 Efficient Solver Scheduling and Selection for Satisfiability Modulo Theories (SMT) Problems. 	 2024 	 FM 	 https://doi.org/10.5220/0012393600003654 	 Proceedings of the 13th International Conference on Pattern Recognition Applications and Methods, ICPRAM 2024, Rome, Italy, February 24-26, 2024.: 360-369 (2024).
David Adamczyk, Jan Hula 	 Efficient Use of Large Language Models for Analysis of Text Corpora. 	 2024 	 FM 	 https://doi.org/10.5220/0012349800003654 	 Proceedings of the 13th International Conference on Pattern Recognition Applications and Methods, ICPRAM 2024, Rome, Italy, February 24-26, 2024.: 695-705 (2024).
Mikail Khona, Maya Okawa, Jan Hula, Rahul Ramesh, Kento Nishi, Robert P. Dick, Ekdeep Singh Lubana, Hidenori Tanaka 	 Towards an Understanding of Stepwise Inference in Transformers: A Synthetic Graph Navigation Model. 	 2024 	 FM 	 https://doi.org/10.48550/arXiv.2402.07757 	 arXiv CoRR abs/2402.07757 (2024).
Petr Hurtík, Vojtech Molek, Jan Hula, Marek Vajgl, Pavel Vlasánek, Tomas Nejezchleba 	 Poly-YOLO: higher speed, more precise detection and instance segmentation for YOLOv3. 	 2022 	 FM 	 https://doi.org/10.1007/s00521-021-05978-9 	 Neural Comput. Appl. 34: 8275-8290 (2022).
Petr Hurtík, Stefania Tomasiello, Jan Hula, David Hynar 	 Binary cross-entropy with dynamical clipping. 	 2022 	 FM 	 https://doi.org/10.1007/s00521-022-07091-x 	 Neural Comput. Appl. 34: 12029-12041 (2022).
Jan Hula, David Mojzísek, David Adamczyk 	 3D Shapes Classification Using Intermediate Parts Representation. 	 2022 	 FM 	 https://doi.org/10.1007/978-3-031-08974-9_34 	 Information Processing and Management of Uncertainty in Knowledge-Based Systems - 19th International Conference, IPMU 2022, Milan, Italy, July 11-15, 2022, Proceedings, Part II: 431-442 (2022).
David Mojzísek, Jan Hula 	 Image Classifier with Dynamic Set of Known Classes. 	 2022 	 FM 	 https://ceur-ws.org/Vol-3226/paper8.pdf 	 Proceedings of the 22nd Conference Information Technologies - Applications and Theory (ITAT 2022), Zuberec, Slovakia, September 23-27, 2022.: 68-74 (2022).
Xinying Chen, Jan Hula, Antonín Dvorák 	 Analysis of the Semantic Vector Space Induced by a Neural Language Model and a Corpus. 	 2022 	 FM 	 https://ceur-ws.org/Vol-3226/paper12.pdf 	 Proceedings of the 22nd Conference Information Technologies - Applications and Theory (ITAT 2022), Zuberec, Slovakia, September 23-27, 2022.: 103-110 (2022).
Jan Hula, David Adamczyk, David Mojzísek, Vojtech Molek 	 Segmenting out Generic Objects in Monocular Videos. 	 2021 	 FM 	 https://ceur-ws.org/Vol-2962/paper49.pdf 	 Proceedings of the 21st Conference Information Technologies - Applications and Theory (ITAT 2021), Hotel Heľpa, Nízke Tatry and Muránska planina, Slovakia, September 24-28, 2021.: 123-129 (2021).
Petr Hurtík, Vojtech Molek, Jan Hula 	 Data Preprocessing Technique for Neural Networks Based on Image Represented by a Fuzzy Function. 	 2020 	 FM 	 https://doi.org/10.1109/TFUZZ.2019.2911494 	 IEEE Trans. Fuzzy Syst. 28: 1195-1204 (2020).
Jan Hula, David Mojzísek, David Adamczyk, Radek Cech 	 Acquiring Custom OCR System with Minimal Manual Annotation. 	 2020 	 FM 	 https://doi.org/10.1109/DSMP47368.2020.9204229 	 IEEE Third International Conference on Data Stream Mining, Processing, DSMP 2020, Lviv, Ukraine, August 21-25, 2020: 231-236 (2020).
Jan Hula 	 Unsupervised Object-aware Learning from Videos. 	 2020 	 FM 	 https://doi.org/10.1109/DSMP47368.2020.9204219 	 IEEE Third International Conference on Data Stream Mining, Processing, DSMP 2020, Lviv, Ukraine, August 21-25, 2020: 237-242 (2020).
David Adamczyk, Jan Hula 	 Keypoints Selection Using Evolutionary Algorithms. 	 2020 	 FM 	 https://ceur-ws.org/Vol-2718/paper30.pdf 	 Proceedings of the 20th Conference Information Technologies - Applications and Theory (ITAT 2020), Hotel Tyrapol, Oravská Lesná, Slovakia, September 18-22, 2020.: 186-191 (2020).
Petr Hurtík, Vojtech Molek, Jan Hula, Marek Vajgl, Pavel Vlasánek, Tomas Nejezchleba 	 Poly-YOLO: higher speed, more precise detection and instance segmentation for YOLOv3. 	 2020 	 FM 	 https://arxiv.org/abs/2005.13243 	 arXiv CoRR abs/2005.13243 (2020).
Jan Hula, Miroslav Kubát, Radek Cech, Xinying Chen, David Cíz, Katerina Pelegrinová, Jirí Milicka 	 Context Specificity of Lemma. Diachronic Analysis. 	 2019 	 FM 	 https://www.ram-verlag.eu/wp-content/uploads/2019/04/g45zeit-1.pdf 	 Glottometrics 45: 7-23 (2019).
Radek Cech, Jan Hula, Miroslav Kubát, Xinying Chen, Jirí Milicka 	 The Development of Context Specificity of Lemma. A Word Embeddings Approach. 	 2019 	 FM 	 https://doi.org/10.1080/09296174.2018.1491748 	 J. Quant. Linguistics 26: 187-204 (2019).
Alex Wang, Jan Hula, Patrick Xia, Raghavendra Pappagari, R. Thomas McCoy, Roma Patel, Najoung Kim, Ian Tenney, Yinghui Huang, Katherin Yu, Shuning Jin, Berlin Chen, Benjamin Van Durme, Edouard Grave, Ellie Pavlick, Samuel R. Bowman 	 Can You Tell Me How to Get Past Sesame Street? Sentence-Level Pretraining Beyond Language Modeling. 	 2019 	 FM 	 https://aclanthology.org/P19-1439/ 	 Proceedings of the 57th Conference of the Association for Computational Linguistics, ACL 2019, Florence, Italy, July 28- August 2, 2019, Volume 1: Long Papers: 4465-4476 (2019).
Waren Long, Vadim Markovtsev, Hugo Mougard, Egor Bulychev, Jan Hula 	 Identifying collaborators in large codebases. 	 2019 	 FM 	 http://arxiv.org/abs/1905.06782 	 arXiv CoRR abs/1905.06782 (2019).
Samuel R. Bowman, Ellie Pavlick, Edouard Grave, Benjamin Van Durme, Alex Wang, Jan Hula, Patrick Xia, Raghavendra Pappagari, R. Thomas McCoy, Roma Patel, Najoung Kim, Ian Tenney, Yinghui Huang, Katherin Yu, Shuning Jin, Berlin Chen 	 Looking for ELMo's friends: Sentence-Level Pretraining Beyond Language Modeling. 	 2018 	 FM 	 http://arxiv.org/abs/1812.10860 	 arXiv CoRR abs/1812.10860 (2018).
Jan Hula, Irina Perfilieva, Ali Ahsan Muhummad Muzaheed 	 Towards Visual Training Set Generation Framework. 	 2017 	 FM 	 https://doi.org/10.1007/978-3-319-59147-6_63 	 Advances in Computational Intelligence - 14th International Work-Conference on Artificial Neural Networks, IWANN 2017, Cadiz, Spain, June 14-16, 2017, Proceedings, Part II: 747-758 (2017).
Robert Veroff 	 A Wos Challenge Met. 	 2022 	 AR 	 https://www.wikidata.org/entity/Q114264018 	 J. Autom. Reason. 66: 565-574 (2022).
Stepan Holub, Robert Veroff 	 Formalizing a Fragment of Combinatorics on Words. 	 2017 	 AR 	 https://doi.org/10.1007/978-3-319-58741-7_3 	 Unveiling Dynamics and Complexity - 13th Conference on Computability in Europe, CiE 2017, Turku, Finland, June 12-16, 2017, Proceedings: 24-31 (2017).
Ranganathan Padmanabhan, Robert Veroff 	 A Geometric Procedure with Prover9. 	 2013 	 AR 	 https://doi.org/10.1007/978-3-642-36675-8_7 	 Automated Reasoning and Mathematics - Essays in Memory of William W. McCune: 139-150 (2013).
Michael K. Kinyon, Robert Veroff, Petr Vojtechovský 	 Loops with Abelian Inner Mapping Groups: An Application of Automated Deduction. 	 2013 	 AR 	 https://doi.org/10.1007/978-3-642-36675-8_8 	 Automated Reasoning and Mathematics - Essays in Memory of William W. McCune: 151-164 (2013).
Francesco Paoli, Matthew Spinks, Robert Veroff 	 Abelian Logic and the Logics of Pointed Lattice-Ordered Varieties. 	 2008 	 AR 	 https://doi.org/10.1007/s11787-008-0034-2 	 Logica Universalis 2: 209-233 (2008).
Matthew Spinks, Robert Veroff 	 Constructive Logic with Strong Negation is a Substructural Logic. I. 	 2008 	 AR 	 https://doi.org/10.1007/s11225-008-9113-x 	 Stud Logica 88: 325-348 (2008).
Matthew Spinks, Robert Veroff 	 Constructive Logic with Strong Negation is a Substructural Logic. II. 	 2008 	 AR 	 https://doi.org/10.1007/s11225-008-9138-1 	 Stud Logica 89: 401-425 (2008).
Frank Gilfeather, Vikas Hamine, Paul Helman, Julie Hutt, Terry Loring, C. Rick Lyons, Robert Veroff 	 Learning and modeling biosignatures from tissue images. 	 2007 	 AR 	 https://www.wikidata.org/entity/Q33282059 	 Comput. Biol. Medicine 37: 1539-1552 (2007).
Robert Veroff, Matthew Spinks 	 Axiomatizing the Skew Boolean Propositional Calculus. 	 2006 	 AR 	 https://doi.org/10.1007/s10817-006-9029-y 	 J. Autom. Reason. 37: 3-20 (2006).
Michael Beeson, Robert Veroff, Larry Wos 	 Double-Negation Elimination in Some Propositional Logics. 	 2005 	 AR 	 https://www.wikidata.org/entity/Q114262834 	 Stud Logica 80: 195-234 (2005).
